Datetime,Tweet Id,Text,Username,sentiment_score,class
2022-04-01,1509792842079940612,,echanlew,0,0
2022-04-01,1509792818738655237,trouble always brimo gencar meanwhile when promosi,kyvngja,0,0
2022-04-01,1509792713155170335,dispenser service kasih pesan banda mito galon psis rosmawati terima ramadhanpat lokasi,urgent_id,2,1
2022-04-01,1509792673779322880,doang punya eror twitter,makprett,-1,-1
2022-04-01,1509792591814209541,ganggu,nasgorsuki,-4,-1
2022-04-01,1509792532632580098,allah eror ruwet,dimaskrik,-3,-1
2022-04-01,1509792390114324483,error,vanmisuvv,-5,-1
2022-04-01,1509792345067196428,cekout error wkwkwkwk ngebolehin ngga,gochaaniia,-7,-1
2022-04-01,1509792341124853760,error,Danijp_,-5,-1
2022-04-01,1509792316428468228,sial gaji eror,lelelela_,-14,-1
2022-04-01,1509792285126389760,sepatu error dsini beli gemesehh chekout,arianyti,-3,-1
2022-04-01,1509792137965355009,smpt guys udah wkwk dagdig,Stefanyfany2231,1,1
2022-04-01,1509792091341471749,,sebastianbiring,0,0
2022-04-01,1509791936038637568,untung error sempet utang bayar,obliviate__e,-9,-1
2022-04-01,1509791899292680194,sampe trending akses,kitayrunin,2,1
2022-04-01,1509791876651491328,elah,dinvaley,0,0
2022-04-01,1509791870972481559,dispenser modena service kasih pesan sleman terima bocor ramadhanpatuhpro lokasi,urgent_id,-2,-1
2022-04-01,1509791841469693952,eror zzzz,oaftobrk,-4,-1
2022-04-01,1509791747487920128,trendingnya,gabriellawrdhn,0,0
2022-04-01,1509791656698343430,unjung pertalite april persipura siang lesti melayu marukawa jatuh fools eskalator wanita,tribunpontianak,-2,-1
2022-04-01,1509791602168184836,dicarekan error merah alamat babayar,malikibrahiim26,-4,-1
2022-04-01,1509791506865209344,okay error pretty think away when occured,geniuszeroo,-1,-1
2022-04-01,1509791427126984704,auto reset error mbankingbca data tranding wifi udah kiraen twitter,romiarliansyah,-8,-1
2022-04-01,1509791411251556353,siang minum pagi mood makan boba,emasep9,-3,-1
2022-04-01,1509791379379322884,kubur pertalite minyakgoreng sembako ngumpulin cuan dendam hore bekal donggg balas,deatmobatik,-4,-1
2022-04-01,1509791374715269121,psis persipura jersey pendek lengan fools asitwas brimojuaranya pertamax ramadhanpatuhprokes jungwoo binjinwedding ukur hobi april messi,EkiEnglandMuse,2,1
2022-04-01,1509791369203642370,nyaor gaboleh cicil,joyobadik_,-4,-1
2022-04-01,1509791267881832452,copot pakai kacamata glasess kagak,_biz88,-5,-1
2022-04-01,1509791256888586244,eror,littlevpuff,-4,-1
2022-04-01,1509791223728713729,skrg mumet eror nunda kerja,meyonjune,-6,-1
2022-04-01,1509791176626343936,siang remokk jozzjizz wedezz bonanza bonanzing,txtslots,0,0
2022-04-01,1509791110671253508,error,qsells_,-5,-1
2022-04-01,1509791103503192065,error tumben engga suka banget kaget bank heran food delivery kalo,ridanrpr,-3,-1
2022-04-01,1509791000415584256,error gaiso bayar,amellaw1,-7,-1
2022-04-01,1509790973622063107,rame,Gktauaggpusing,0,0
2022-04-01,1509790897289904135,bankbca ujan shopeefood pegang kampret laper deres cash ganggu,peterpanther_,-16,-1
2022-04-01,1509790858895577088,untung error mybca pake,bedhillboy,-3,-1
2022-04-01,1509790778666590209,riah april,anasdkk_,3,1
2022-04-01,1509790776301350913,bgcd gabisa abis atan,goooosssseeee,-1,-1
2022-04-01,1509790693669351428,error murah riah shopeepay transfer munggahan,niaharyanto,-1,-1
2022-04-01,1509790689554739208,error,aatanasiaaa,-5,-1
2022-04-01,1509790582260244483,kuliah zaman ngalamin tanggal alfa april error nama indom,tantriwriter,-10,-1
2022-04-01,1509790578187599876,eror,NAnnisa96,-4,-1
2022-04-01,1509790568746201090,psis persipura jersey pendek wales lengan fools bola asitwas brimojuaranya pertamax ramadhanpatuhprokes home jungwoo binjinwedding ukur hobi april,EkiEnglandMuse,2,1
2022-04-01,1509790534415847428,saldo kosongg,pernahgantenxt,2,1
2022-04-01,1509790510743179266,minum bersih april muhammadiyah pertamax psis trending manis fools gejolak sahabat tusuk,airkami_id,-6,-1
2022-04-01,1509790475800428544,error banget mesti butuh,nanaaainhere,-12,-1
2022-04-01,1509790470087458816,registrasi error kemaren pusing bayar duhh,secretlifeofpew,-11,-1
2022-04-01,1509790341955993600,update doang merah panik gataunya,BINCHANLOVER,-3,-1
2022-04-01,1509790331369271299,eror,_44xxx_,-4,-1
2022-04-01,1509790291812765696,gatepat error saat,slcivisl,-5,-1
2022-04-01,1509790283373809672,ngga syukur,nachimbongharu,3,1
2022-04-01,1509790272980680705,with wrong what,kyvngja,0,0
2022-04-01,1509790211735437319,hasil langsung eror udah,Kaisakaffm,2,1
2022-04-01,1509790185541701633,pantes trending liat close mulu,aldinorzki,-2,-1
2022-04-01,1509790143842242564,tanggal error banget sihhh mesti gaji,desialdiana,-11,-1
2022-04-01,1509790067262377988,pertalite busd tarawih free bakalkangenbi prokes,zplatedotnet,3,1
2022-04-01,1509790052989403136,error gaji udah,cunul99,-5,-1
2022-04-01,1509789917660221440,ngotak semalem hujan eror kaga anji,arescience,-5,-1
2022-04-01,1509789890858618882,,jenaandeera,0,0
2022-04-01,1509789824323973122,ramah,quixoticboi,2,1
2022-04-01,1509789813364633601,jajan gimana mulu eror,ShelaSkydapp,-3,-1
2022-04-01,1509789798034157573,error saldo panik iseng buka udah anjrottt indikator twitter,arrrrpitriya,-10,-1
2022-04-01,1509789749195997184,puji dikit eror ngapa mulu yaallah gabisa,zatadiktifff,-3,-1
2022-04-01,1509789736420130817,gabisa buka ternyt lgsg twitter,pancindomiesoto,0,0
2022-04-01,1509789646095798274,knpa,WidyaNugraheni,0,0
2022-04-01,1509789630249373700,mulu error,dinahrdlh,-4,-1
2022-04-01,1509789563006648321,gaes udah,ahfckkk,0,0
2022-04-01,1509789550985748483,error,kseokjin_purple,-5,-1
2022-04-01,1509789535341023240,huhu error ketar gimana haduhhh transfer,Fightmyshitlife,-8,-1
2022-04-01,1509789528839831554,psis persipura jersey pendek wales lengan fools bola asitwas brimojuaranya pertamax ramadhanpatuhprokes jungwoo binjinwedding ukur hobi april away kaos,EkiEnglandMuse,-2,-1
2022-04-01,1509789502394740736,error tumben kiri astaga malam,nescafelatte08,-12,-1
2022-04-01,1509789454344458241,masalah eror,sewudolar,-8,-1
2022-04-01,1509789448531505158,erorr tagih bayar pake,NyCleciel,-5,-1
2022-04-01,1509789443854458881,error maneh dagangankuuu piye,eniiwe,-11,-1
2022-04-01,1509789364066340896,login error,Dinosapta,-5,-1
2022-04-01,1509789351986987010,tanggung pagi monyeeeet makan gabisa akses,kecidut,-2,-1
2022-04-01,1509789349977915395,kasir eror bayar mesan,professorolaf_,-6,-1
2022-04-01,1509789322442153984,lezat mewah ngobrol bareng shopeeidxstraykids prokes hyun menu tokoh nikah deret tigaperiodendasmu tarawih,izlwhd,5,1
2022-04-01,1509789279010291712,dipakenya,fyhxxn,0,0
2022-04-01,1509789262299901952,buka directly check twitter,hanagt15,1,1
2022-04-01,1509789171308990465,maintenance goodlifebca pocong kali,Muhammad_Epx,0,0
2022-04-01,1509789157136408578,pentes karuan,agitadinelas,0,0
2022-04-01,1509789154728882180,error uang,prmiswari,-5,-1
2022-04-01,1509789135829028867,,shaberriess,0,0
2022-04-01,1509789132792688647,,moinindyyyy,0,0
2022-04-01,1509789114962694147,depo dahh woiii,ryantopmngks,-3,-1
2022-04-01,1509789101746126848,error antik kalahka,n0chancetobloom,-5,-1
2022-04-01,1509789081433042946,error,ptrgrizelda,-5,-1
2022-04-01,1509789073149689859,kosong etdahh ampe gopay trending gimana delivery,haitanijahh,-4,-1
2022-04-01,1509789069143785473,,indanasiaa,0,0
2022-04-01,1509789047228895234,error trending mastiin,HaiFinsa,-5,-1
2022-04-01,1509789039721086979,,rosacantik_,0,0
2022-04-01,1509789025418514434,stlh error google pikir ganggu,NovitaRasyid2,-10,-1
2022-04-01,1509789022696382467,april baby like,biskuitpemarah,2,1
2022-04-01,1509789001938792448,parah mulu goodlifebca bank ganggu,Resti1031,-8,-1
2022-04-01,1509788980057116672,ganggu,TKsumberterang,-4,-1
2022-04-01,1509788959714385921,mbankingbca oalah,raihanfawwaz_,0,0
2022-04-01,1509788945076215808,bankbca call hubung center goodlifebca cari info eror twitter,anthonvm,-12,-1
2022-04-01,1509788909646929921,tanggal gaji ngapa eror,bakpiyaaaa,-8,-1
2022-04-01,1509788903103815683,error urgent biasa,nievescanm,-7,-1
2022-04-01,1509788882958970882,error belegug,Andredesember_,-5,-1
2022-04-01,1509788847017627648,error gaji aswww,pujaoktairwnt,-5,-1
2022-04-01,1509788834586050560,ganggu zzzzzz,muthiariskyf,-4,-1
2022-04-01,1509788832841236486,trending pait topik,bingunggalau,-4,-1
2022-04-01,1509788815363571714,eror,dittakristin1,-4,-1
2022-04-01,1509788791628009476,error capek ngantri,archifin21,-5,-1
2022-04-01,1509788776758882306,eror,elmocuu,-4,-1
2022-04-01,1509788770207350784,perluin error urgent astaghfirullah kalo,banyubiru1992,-8,-1
2022-04-01,1509788759050821633,sopipay cigarlattee laper beli gabisaa,thisisgreeny,-4,-1
2022-04-01,1509788716956811264,,KiyomiSissy,0,0
2022-04-01,1509788698686390273,nape,Nandadyntt,-3,-1
2022-04-01,1509788678926655488,trouble,JJntlie,0,0
2022-04-01,1509788674115788801,emang error beneran tmpt wkwk cari valid info twitter,ulfa_alief,-8,-1
2022-04-01,1509788669842169857,mulu eror,huangzjun,-3,-1
2022-04-01,1509788647947612167,error nendeuk,moistuizer,-5,-1
2022-04-01,1509788633771175940,error diem imsasasasa,Vivitataaaa,-6,-1
2022-04-01,1509788594722193409,kualitas gila bank swasta ganggu kali okey,GopelCah,-11,-1
2022-04-01,1509788584261582852,kahhh eror,moraeally,-4,-1
2022-04-01,1509788584089649152,trouble,rita_tj,0,0
2022-04-01,1509788578900955136,uang besok gaji emak ngapa ngasih bayar tauuu,MamangKyungsoo,-1,-1
2022-04-01,1509788511943409673,eror,chychy_vibee,-4,-1
2022-04-01,1509788480473161735,bankbca going service hello what,ndoroAtmo,2,1
2022-04-01,1509788472059473922,error,kybrianyk,-5,-1
2022-04-01,1509788462308016128,,febriherdian,0,0
2022-04-01,1509788442665750530,yassuuu,MuhammadRoin,0,0
2022-04-01,1509788438001643525,error massal buka twitter,dzulfikri_alfik,-5,-1
2022-04-01,1509788436139757569,april,kodokbotswana,0,0
2022-04-01,1509788433828352006,napa wkkwkwkw ngadat keranjang mulu checkout kagak orange,kevinarchie93,-4,-1
2022-04-01,1509788416623349762,april error yaaak,fairuzsyaf,-5,-1
2022-04-01,1509788386663727108,mulu eror males,jaesahic,-7,-1
2022-04-01,1509788385401249792,psis persipura jersey swiss fools asitwas brimojuaranya pertamax ramadhanpatuhprokes jungwoo binjinwedding ukur hobi april jumbo away,EkiEnglandMuse,3,1
2022-04-01,1509788347333419009,error sumpah,bibyxyz,-5,-1
2022-04-01,1509788344733306883,emang netijen error call hubung center search gercep wkwk cari twitter,akunavakpop,-10,-1
2022-04-01,1509788316660822020,putar pertalite april error pertamax besok awal berita,born_at1997,-7,-1
2022-04-01,1509788298604343296,psis persipura jersey euro fools asitwas brimojuaranya pertamax ramadhanpatuhprokes jungwoo binjinwedding hobi april jumbo portugal,EkiEnglandMuse,0,0
2022-04-01,1509788205960564739,psis persipura jersey fools asitwas brimojuaranya rans pertamax ramadhanpatuhprokes jungwoo binjinwedding ukur free hobi nomor april nama cilegon punggung,EkiEnglandMuse,6,1
2022-04-01,1509788199404523523,wawllahi mulu eror,shortberglund,-3,-1
2022-04-01,1509788185106141188,tanyarl eror,tanyakanrl_,-4,-1
2022-04-01,1509788124003504131,error bener token,akujikunih,-3,-1
2022-04-01,1509788103556276225,bakalkangenbi pertalite tipe cewek bestaiii lupa retweet jamaah tarawih prokes sholat kalo,kehedchoice89,3,1
2022-04-01,1509788086242226177,erorr transfer gitu smoga nyasar,JurangPinggir,-4,-1
2022-04-01,1509788075677065219,error mulu kerja,jyxflyxx,-2,-1
2022-04-01,1509787950497730565,error,basoacienakkk,-5,-1
2022-04-01,1509787924380139521,error,ulfiyanafifi,-5,-1
2022-04-01,1509787880276717570,,_cloudymoodyyy,0,0
2022-04-01,1509787856679895041,eror,classygirlsss_,-4,-1
2022-04-01,1509787839885881346,rekening tutup ganggu,maiaanjani1,-6,-1
2022-04-01,1509787836698198017,error,im_ethan22,-5,-1
2022-04-01,1509787749188259840,psis persipura jersey tokyo fools asitwas brimojuaranya size pertamax ramadhanpatuhprokes jungwoo binjinwedding hobi april jumbo verdy,EkiEnglandMuse,1,1
2022-04-01,1509787733299933184,wawllahi keren bener,shortberglund,2,1
2022-04-01,1509787648923414529,psis persipura sepeda fools asitwas brimojuaranya size sepatu pria pertamax ramadhanpatuhprokes jungwoo binjinwedding hobi april jumbo,EkiEnglandMuse,4,1
2022-04-01,1509787586172112898,biker kulit jaket,detikcow,0,0
2022-04-01,1509787559299530753,psis persipura sepeda fools sneakers asitwas brimojuaranya size sepatu pria pertamax ramadhanpatuhprokes jungwoo binjinwedding hobi wanita april jumbo,EkiEnglandMuse,4,1
2022-04-01,1509787522456760322,eror,Emasalsabilaa,-4,-1
2022-04-01,1509787474905931776,udah,agskprmn,0,0
2022-04-01,1509787445470326785,psis persipura sepeda fools sneakers asitwas brimojuaranya size sepatu pria pertamax ramadhanpatuhprokes jungwoo binjinwedding hobi april jumbo olahraga,EkiEnglandMuse,4,1
2022-04-01,1509787405267582981,error allah,Omeng__,0,0
2022-04-01,1509787366718046211,april,thrfndhrkhdr,0,0
2022-04-01,1509787300074786823,bapuk mulu ganggu,Jasmineisme_,-3,-1
2022-04-01,1509787272606273537,psis persipura baju pendek fools koko asitwas brimojuaranya size pria pertamax ramadhanpatuhprokes jungwoo binjinwedding kemeja hobi modern april jumbo,EkiEnglandMuse,5,1
2022-04-01,1509787235159216128,emang erorr diijinin belanja,ananbigwin,-1,-1
2022-04-01,1509787119090212871,bikin ckckckck ngurus transaksi lahkok rekening buka didaftarin gabisa dariawal pake,piaqueen_,4,1
2022-04-01,1509787091303268354,harga muhammadiyah aleta selempang tarawih prokes,tobisaputra02,-2,-1
2022-04-01,1509787078359678978,error gaada duit niii cash,navfxxxxxal,-6,-1
2022-04-01,1509787035745546240,ajah,wildhoneyfitri,0,0
2022-04-01,1509786848436326409,erorr,Ainunfitria28,0,0
2022-04-01,1509786832413765639,inflasi april,Hendri69145367,0,0
2022-04-01,1509786768765513730,canda suka,Okadwy,-1,-1
2022-04-01,1509786739350462465,anjj error,OhMyAL33a,-5,-1
2022-04-01,1509786442330882050,right april fools joining,fairyoonjinkook,0,0
2022-04-01,1509786436207525890,erorr normal pagi ngeluh punya,itsnotyeri,-2,-1
2022-04-01,1509786351146782734,error,pabooel,-5,-1
2022-04-01,1509786341445599233,april error pertamax peringkat,AdwinDkusuma,-5,-1
2022-04-01,1509786282880561153,error spot puasa besok makan kualat banyak,napn97_,-11,-1
2022-04-01,1509786249699414020,error,alincarnation,-5,-1
2022-04-01,1509786192937893889,kirim untung error bilang sengaja kemari saldo kesana daritadi indikator,agastasya_m,-1,-1
2022-04-01,1509786161232764931,eror aman,andikabp__,-4,-1
2022-04-01,1509786007507398660,error hikzzz mkst,jaeaddict0o,-5,-1
2022-04-01,1509785992802467845,error zzzz,bubbIypie,-5,-1
2022-04-01,1509785987941285888,tonton april kaya live biar tiktok eror,katakandjancok,-7,-1
2022-04-01,1509785915585359872,april error konfirm nunggu prank,VionAlonso,-4,-1
2022-04-01,1509785868692729864,pantes error transaksi,vinzzx_,-3,-1
2022-04-01,1509785457949052928,sewa furnished balikinchitatoindomie lesti jakarta rasuna selatan pertalite apartemen ramadhan fully april muhammadiyah bakalkangenbi elements,tempat_usaha,0,0
2022-04-01,1509785453121384453,babi april selamat pasar ucap mbankingbca resultsydney menang result rgotogel sydney nomor shio,rgotogel,-7,-1
2022-04-01,1509785394916704259,aman,AlbanjariYussuf,0,0
2022-04-01,1509785339191529473,error bisaaa rame,NantoTriswo,-5,-1
2022-04-01,1509785122513768448,bgtu puji sering ngapa mulu eror,rut0xhyuck,4,1
2022-04-01,1509785065026318336,mbankingbca kirain,fariztiano,0,0
2022-04-01,1509784965097357315,sewa furnished balikinchitatoindomie lesti setiabudi pertalite apartemen ramadhan jual garden april muhammadiyah brand bakalkangenbi,tempat_usaha,1,1
2022-04-01,1509784912383328257,error april gaji,holokus_,-5,-1
2022-04-01,1509784906687459332,sewa furnished balikinchitatoindomie lesti minggu hari pertalite apartemen full ramadhan depok margonda april muhammadiyah studio residence bakalkangenbi,tempat_usaha,0,0
2022-04-01,1509784878170406912,maksimal pulih yusufgunawan cepat maaf infomalang proses upaya baik,MobilTumbas,2,1
2022-04-01,1509784782485745664,aplikasi error beres diupdate temen sempet cuman detikcom udah android guna,RobbaniVerdy,-8,-1
2022-04-01,1509784770753880066,tanggal error napa mulu,Zzzzzzz63740537,-10,-1
2022-04-01,1509784672435269633,error ateul bangkar slot aing alus gblg maen,ygdhkprtm,-2,-1
2022-04-01,1509784656564015112,mbankingbca errorkah,budi_mania,0,0
2022-04-01,1509784515715104773,hdeh rudet,Zzzzzzz63740537,0,0
2022-04-01,1509784456428920836,menu error taronya samping karna olshop,Chokieee_,-9,-1
2022-04-01,1509784406860636160,lesti billar tanggap eror,Komodogondrong,-1,-1
2022-04-01,1509784394197716992,,skyfleg,0,0
2022-04-01,1509784168871657481,error aduh,FidooDildoo,-7,-1
2022-04-01,1509784130103693320,error gantiam,nrulhasanahh,-5,-1
2022-04-01,1509784085601796101,error nggak,Gbtbet20,-7,-1
2022-04-01,1509783962646085632,error,xxscutae,-5,-1
2022-04-01,1509783948519358464,bayar toped gabisa,Joonytaa,-2,-1
2022-04-01,1509783929162588161,error april,RickyPerdana06,-5,-1
2022-04-01,1509783902088732676,donk best eror twitter,PutraCzf,-4,-1
2022-04-01,1509783823894331392,wkwk,ndregustino,0,0
2022-04-01,1509783781133385730,mbank bilang error banding wkwk worst,YusAhnaf,-5,-1
2022-04-01,1509783744940494863,wkwk sinarmas idextratime tara simobi,keritingkeriboh,2,1
2022-04-01,1509783608894304257,shoope sempak orang spiderman beli eror,fimss16,-5,-1
2022-04-01,1509783485422002178,error cash tetep trending kirain tunai tarik gimana cerita kagak ganti habis,BaroqahHusni,-3,-1
2022-04-01,1509783473027911682,error yeee pantesan trnyata gabisa,xiaxodejun,-7,-1
2022-04-01,1509783400496115713,error gaes hiks,Lynnie19th,-5,-1
2022-04-01,1509783313049096194,kosong smile kasih kemaren saldo biar liat canda eror,anantambah,-9,-1
2022-04-01,1509783283844141057,napa rame,1_n33dyou,-2,-1
2022-04-01,1509783280136372227,error guys pakai tipu tiati,pratiwiedebby,-4,-1
2022-04-01,1509783229293002759,satpam vaksinboostermudiklancar,Zaindamai,0,0
2022-04-01,1509783186322051073,gbisa error spay huff asli laper transaksi,clavasayang,-2,-1
2022-04-01,1509783174913540099,error guys,dearyangliu,-4,-1
2022-04-01,1509783120089796608,lengkap april move bikin,RasidinSupono,-1,-1
2022-04-01,1509783048589803524,cardless error tunai tarik selesai andal,salmangrees,2,1
2022-04-01,1509782883707236355,dihh down hidup kayak,Rachmatron,-4,-1
2022-04-01,1509782825884536832,verifikasi ulang udah coba,sjxact_,1,1
2022-04-01,1509782779302612996,error bestie,noty0urcrushhh,-5,-1
2022-04-01,1509782733891190789,error woyy lahhh makannn cash anjirr kaga,Soniaprillia,-3,-1
2022-04-01,1509782666308071426,bingung bodong nama atas akun camping gila wkwkw identitas tutup anon tweet sementang twitter,PARK93KANG,-20,-1
2022-04-01,1509782576588005378,kenape nich,kuenih,0,0
2022-04-01,1509782562054750208,butuh,itsmeidr,-5,-1
2022-04-01,1509782463140495360,mari tagih yukk bayar hutang akses,RizalAdri25,-1,-1
2022-04-01,1509782401760649218,april ikut,ecyhhh_,-3,-1
2022-04-01,1509782359914459136,gaming gear jajan merah tanda indikator,WeryChesar,-1,-1
2022-04-01,1509782300808327172,errornya sampe besok,sukakkmu,0,0
2022-04-01,1509782242351988736,error mksudnya gaji gbole,cikicub,-5,-1
2022-04-01,1509782240951431169,error,brewoknyareza,-5,-1
2022-04-01,1509782109791039488,alhamdulilah,Yogi_Abienzo,3,1
2022-04-01,1509782071304077313,error whyyyyy,muhammadadiurif,-5,-1
2022-04-01,1509781989875888130,ikut eror lupa,yaelahir_,-9,-1
2022-04-01,1509781853682614275,ganggu,mfbrnss,-4,-1
2022-04-01,1509781776213831684,error,nancyslasher,-5,-1
2022-04-01,1509781712322330624,lantjar bandung moelyonovdjalil,MustEkeph,0,0
2022-04-01,1509781668638642178,error wifi telkomshit,helloechii,-5,-1
2022-04-01,1509781654402834432,mbankingbca,ifyourbae,0,0
2022-04-01,1509781651823689731,,chickvilles,0,0
2022-04-01,1509781634140504064,disappointing most,shyyel_,0,0
2022-04-01,1509781609209548804,mbankingbca eror,SyahPasariboeh,-4,-1
2022-04-01,1509781575952596993,april error karna,Hanny_BP,-5,-1
2022-04-01,1509781333010423813,error padahl makan,hausyeed,-5,-1
2022-04-01,1509781257609105409,komunikasi tonton hanyut masuk hipnosis april error muhammadiyah sinetron versi pikir sadar ramadhan,MoelyonovDjalil,-14,-1
2022-04-01,1509781202466897921,error maaf mohon kerja,peachyongg,-4,-1
2022-04-01,1509781085575852036,waras,pardonnme,-1,-1
2022-04-01,1509780881141268484,cuci error uang kaleee pake,Andi_not_death,-5,-1
2022-04-01,1509780701406961664,error,KakaknyaJenus,-5,-1
2022-04-01,1509780685531533317,,sakuramoist,0,0
2022-04-01,1509780681622122503,doang kedipkedip kenapasiihh jugaa akuh checkout bayar iniihhh,ayiedwiii31,-2,-1
2022-04-01,1509780614819774465,error brimo wkwkwkw juara,humanaprl,-5,-1
2022-04-01,1509780575082917888,gatau urgent eror,ernawatii_e,-5,-1
2022-04-01,1509780528253501446,doang liar buzzer eror,sambatpak,-4,-1
2022-04-01,1509780513048838146,,wulandil,0,0
2022-04-01,1509780486159495168,error,JatuParamita,-5,-1
2022-04-01,1509780434905092097,error hadeuuhh bayar,rz_sikumbang,-7,-1
2022-04-01,1509780413354414081,error laper syopifud,cendouldawet,-8,-1
2022-04-01,1509780390579687427,twitter mbankingbca mastiin eror kalo,alipcadel,-4,-1
2022-04-01,1509780349512953864,udah guys,erizenct_,1,1
2022-04-01,1509780274921771008,error trending anjir bener ribet transaksi yaelah gabisa,headbangeur,-10,-1
2022-04-01,1509780217660788741,eror,x_typee,-4,-1
2022-04-01,1509780133665669122,emang ganggu,sabdoingsun,-4,-1
2022-04-01,1509780089780649988,eror admin halo,nmirajelitap,-3,-1
2022-04-01,1509780063775993856,error transaksi belanjaa gabisa twitter,najaemski,-1,-1
2022-04-01,1509780063654350849,error hape brmasalah trus,fleurdecherryy,-5,-1
2022-04-01,1509780042112712708,error hsjbssjjs ayah transfer aaaaaa,korrxea,-5,-1
2022-04-01,1509779973359681540,untung digital dana udah pindah,ardidudidu,4,1
2022-04-01,1509779965835091974,butuh mbankingbca karyawanku duit,bima_zeher,-5,-1
2022-04-01,1509779814638829568,error emak transfer munggahan kaga,neraaa7_,-5,-1
2022-04-01,1509779812063539202,yeay,ninotchkaa_,0,0
2022-04-01,1509779808460611585,lucky jajan barusan langsung bener transfer indikator alhamdulillah eror trending abis beliin ngecek sempet buka merah mamak topik kaget ajja,zwee_,7,1
2022-04-01,1509779802798309378,ngapa,bhemywhaletime,0,0
2022-04-01,1509779792073146377,cicimanggadua,terdaqwa,0,0
2022-04-01,1509779777305333765,heeee makan,cookybangmomsa,0,0
2022-04-01,1509779746627805187,,nghowkey,0,0
2022-04-01,1509779745386672131,april,NCTsntowm_127,0,0
