Datetime,Tweet Id,Text,Username,sentiment_score,class
2022-04-01,1509788385401249792,psis persipura jersey swiss fools asitwas brimojuaranya pertamax ramadhanpatuhprokes jungwoo binjinwedding ukur hobi april jumbo away,EkiEnglandMuse,3,1
2022-04-01,1509788205960564739,psis persipura jersey fools asitwas brimojuaranya rans pertamax ramadhanpatuhprokes jungwoo binjinwedding ukur free hobi nomor april nama cilegon punggung,EkiEnglandMuse,6,1
2022-04-01,1509788103556276225,bakalkangenbi pertalite tipe cewek bestaiii lupa retweet jamaah tarawih prokes sholat kalo,kehedchoice89,3,1
2022-04-01,1509787749188259840,psis persipura jersey tokyo fools asitwas brimojuaranya size pertamax ramadhanpatuhprokes jungwoo binjinwedding hobi april jumbo verdy,EkiEnglandMuse,1,1
2022-04-01,1509787733299933184,wawllahi keren bener,shortberglund,2,1
2022-04-01,1509787648923414529,psis persipura sepeda fools asitwas brimojuaranya size sepatu pria pertamax ramadhanpatuhprokes jungwoo binjinwedding hobi april jumbo,EkiEnglandMuse,4,1
2022-04-01,1509787559299530753,psis persipura sepeda fools sneakers asitwas brimojuaranya size sepatu pria pertamax ramadhanpatuhprokes jungwoo binjinwedding hobi wanita april jumbo,EkiEnglandMuse,4,1
2022-04-01,1509787445470326785,psis persipura sepeda fools sneakers asitwas brimojuaranya size sepatu pria pertamax ramadhanpatuhprokes jungwoo binjinwedding hobi april jumbo olahraga,EkiEnglandMuse,4,1
2022-04-01,1509787272606273537,psis persipura baju pendek fools koko asitwas brimojuaranya size pria pertamax ramadhanpatuhprokes jungwoo binjinwedding kemeja hobi modern april jumbo,EkiEnglandMuse,5,1
2022-04-01,1509787119090212871,bikin ckckckck ngurus transaksi lahkok rekening buka didaftarin gabisa dariawal pake,piaqueen_,4,1
2022-04-01,1509785122513768448,bgtu puji sering ngapa mulu eror,rut0xhyuck,4,1
2022-04-01,1509784965097357315,sewa furnished balikinchitatoindomie lesti setiabudi pertalite apartemen ramadhan jual garden april muhammadiyah brand bakalkangenbi,tempat_usaha,1,1
2022-04-01,1509784878170406912,maksimal pulih yusufgunawan cepat maaf infomalang proses upaya baik,MobilTumbas,2,1
2022-04-01,1509783744940494863,wkwk sinarmas idextratime tara simobi,keritingkeriboh,2,1
2022-04-01,1509783048589803524,cardless error tunai tarik selesai andal,salmangrees,2,1
2022-04-01,1509782825884536832,verifikasi ulang udah coba,sjxact_,1,1
2022-04-01,1509782109791039488,alhamdulilah,Yogi_Abienzo,3,1
2022-04-01,1509780349512953864,udah guys,erizenct_,1,1
2022-04-01,1509779973359681540,untung digital dana udah pindah,ardidudidu,4,1
2022-04-01,1509779808460611585,lucky jajan barusan langsung bener transfer indikator alhamdulillah eror trending abis beliin ngecek sempet buka merah mamak topik kaget ajja,zwee_,7,1
2022-04-01,1509779481526820866,klimax juta uang gimana nasabah hilang,setanayat2,5,1
2022-04-01,1509779338467561473,persipura lesti belanegara golalabrimo iims asitwas ramadhan daring vicky pertamax jungwoo binjinwedding ngopi tanggap danamon april,BTSARMYY88,6,1
2022-04-01,1509779304443351044,huhu pending transaksi,orderinajayuk,1,1
2022-04-01,1509779192254431234,merah,anniebejooo,1,1
2022-04-01,1509778724681486338,merah tolong,wagyeu,2,1
2022-04-01,1509778453171957764,sewa pertalite prokes ramadhan luas kedungdoro brimojuaranya lantai ruko bakalkangenbi april muhammadiyah surabaya tarawih,tempat_usaha,3,1
2022-04-01,1509777917076975628,maha,obbyirawan,4,1
2022-04-01,1509777237695893508,klik error jayaaa lancar aman gaji alhamdulillah,dssydesot,2,1
2022-04-01,1509777214287462411,atur naon transfer sedekah baik cepat dear kevin jumatt abis salam sholjum terimakasih mohon operasi pending,Ayaize,4,1
2022-04-01,1509777187981131782,akses,papaleomilenial,2,1
2022-04-01,1509777105495597058,error lancar mybca pake jaya,Gsurya45,1,1
2022-04-01,1509776993164099591,saldo erorrrrrrr pantesan lampu shopee aing topup,azharieeee,4,1
2022-04-01,1509776929414557703,error allah mulu kenapasihhh,staywithskz,1,1
2022-04-01,1509776868303831040,relog coba offline udah halo indikator biru,cagecaine,2,1
2022-04-01,1509776792160452609,uang bikin prank admin tarik nasabah baik,AlmaricJ,8,1
2022-04-01,1509776764578701315,down allah,Corong_M1nyak,2,1
2022-04-01,1509776711629811718,mulu yaallah baik,theskyneeded,3,1
2022-04-01,1509776229343268865,mulu,M_febrinaaa,1,1
2022-04-01,1509776196896460802,cocok gabisa,RootbeerAW_,1,1
2022-04-01,1509776080600588288,saldo kira,irfandaengg,2,1
2022-04-01,1509775967568367621,april wkkwkk kali sponsor,samLeinad,2,1
2022-04-01,1509775611811999745,mbankingbca bolak udah bener,ermaanisa_,2,1
2022-04-01,1509775418144227332,emang untung banget habis,nvtayulianaa,3,1
2022-04-01,1509775178859163652,beneran poela thiostory down ramadhan s nsasi jumat ni h april mendjelang ataoe,ThioStory,2,1
2022-04-01,1509775044091686917,tokped down good beli transfer,NurArdisa,1,1
2022-04-01,1509775013519699972,tahan abiss perkosa muhammadiyah bawah umur udah laku tarawih proses nasib,nickspegal9yaho,2,1
2022-04-01,1509774904673304578,error definisi langsung buka galau wkwk twitter,Adnhrp,1,1
2022-04-01,1509774904241307651,transaksi hmmm coba kudugong pake twitter,PHapsari36,5,1
2022-04-01,1509774773425156096,mati ijonya lampu,emcholednu,3,1
2022-04-01,1509774539110363136,lampu,aphroditeliee,4,1
2022-04-01,1509774148083806208,april ngajak,iloveyoutpboong,1,1
2022-04-01,1509774058346274817,bankbca akses,graceystore,2,1
2022-04-01,1509773851328389122,update lampu biru,pwaulia,4,1
2022-04-01,1509773162078412801,gregetan nunggu lampu kayak,harnseungwoo,2,1
2022-04-01,1509772976589516801,maha,annisahbilqis,4,1
2022-04-01,1509772908880543746,laper allah shopeepay topup,hasnasabrinaa,2,1
2022-04-01,1509772297925963776,error transfer mohon transaksi ichamdani baik,Iyan_Bachdim,1,1
2022-04-01,1509772065423110145,sempet halo indikator hijau biru,dyanaditya,4,1
2022-04-01,1509771587301507074,bankbca nggak transaksi,cindraprasasti,2,1
2022-04-01,1509769928664297472,april akses,redananoo,2,1
2022-04-01,1509761702530744325,mulu transaksi proses eror,mega_asmara_,2,1
2022-04-01,1509761055341252612,emang mulu transaksi proses eror,SCeccy,2,1
2022-04-01,1509753850689130496,gopay minggu disney full shopeepay qris trusted dana start garansi cuman thiskeyra,gascyie,4,1
2022-04-01,1509747898317434886,bank lgsg interface simple fasilitas jago bingung gitu biasa liat krna wkwkw kali,Nurulet,3,1
2022-03-31,1509567315339210756,virtual masukin account transaksi nomer,Ardanardian26,4,1
2022-03-31,1509564550403698691,terang hasil masuk flazz saldo,rizkytama58,1,1
2022-03-31,1509562672856981511,ajaa pdahal merah lampu indikator sinyal,Jessyjess369,5,1
2022-03-31,1509561104413839364,drtd tulis hubung silah halo duhh gabisa,Rickyardian_p,2,1
2022-03-31,1509556610569363456,login data karna simcard coba sesuai ganti seluler nomor gaabisa,Audiataniaa,1,1
2022-03-30,1509208882538639363,login data tulis simcard coba sesuai ganti seluler nomor,Ardanardian26,1,1
2022-03-30,1509194013957447685,hasil masuk rekening kurang flazz audiataniaa saldo mutasi transaksi,rizkytama58,3,1
2022-03-30,1509193285155184640,login tulis hubung silah halo duhh,rizkytama58,2,1
2022-03-30,1509191337031057414,loading merah coba verifikasi ulang mulu udah internet indikator,Rickyardian_p,3,1
2022-03-30,1509010791869337602,withdraw rekening saldo makan paypal,_Angelixie,2,1
2022-03-29,1508926597969039360,merah aman lampu indikator sinyal,Rickyardian_p,5,1
2022-03-29,1508925932588859399,tulis hubung silah halo gabisa,Audiataniaa,2,1
2022-03-29,1508925327015223305,otpnya tidsk gimana terima aktivasi kode,Audiataniaa,1,1
2022-03-29,1508845481476378627,guys kasih ditentuin utbk gimana bank udah bayar terima titip,convomf,2,1
2022-03-29,1508782664110665728,emang kirim bulan nunggu sampe banget debit kartu ganti kalo,Jessyjess369,3,1
2022-03-29,1508782191936897025,drtd merah lampu ajaa indikator sinyal,Jessyjess369,5,1
2022-03-29,1508779555103801345,haduuhh gabisa akses,Ardanardian26,2,1
2022-03-29,1508769631917383686,loading merah coba verifikasi ulang mulu udah internet indikator,rizkytama58,3,1
2022-03-28,1508553762826518529,pakai shopee ajaib kode kirim gojek sadar dana welcome bibit tarif nggak pake,edoding,6,1
2022-03-28,1508472391776681988,cardless banyusadewa antri fitur banget sempet kartu bank ganti semenjak bantu andal,Donirahardhian,4,1
2022-03-28,1508400076070309892,login drtd tulis hubung silah halo,rizkytama58,2,1
2022-03-28,1508388684017545218,loading merah coba verifikasi ulang mulu udah internet indikator,Jessyjess369,3,1
2022-03-28,1508387430986313730,ngasih lindung alhamdulillah ikutin preloved begok branded transaksi tipu agen trus sengaja jual gagal nelfon paylinks allah hindar beli cair,imaqueennz,9,1
2022-03-28,1508380816359198721,kirim hasil gopay dapet nominal uang masuk gojek shopee shopeepay hebosto notif,dyahpramadita,4,1
2022-03-28,1508358044815867904,doang gaada saldo aman tarik hebosto kartu trus inasmfdti,Cintaiusussmuu,1,1
2022-03-28,1508288369368846340,pdhl bukti hasil solusi ditindaklanjuti shopeecare masuk gimana mohon spay makasih,rikimuranishi,4,1
2022-03-28,1508288047791878145,abis bunnyaann akun overheardswift pilih kontrol secgron transaksi,risolcoklattt,1,1
2022-03-27,1508076226509910016,atur tunai tarik hebosto limit inasmfdti,antarasemesta,5,1
2022-03-27,1508056206346055680,tunai tarik hebosto imyourkara fitur oneesanoona kalo,pattinsxonwayne,5,1
2022-03-27,1508055090879668225,gopay langsung indplan ajaa adaa fast unbanmiko full durasi shopeepay sesuai process trusted dana start proses backfreenya spotify garansi cuman anti,gascyie,9,1
2022-03-27,1508038508484919298,permen langsung buka sadar,chocolateloperz,4,1
2022-03-26,1507542767165411328,gopay ajaa fast bawah full durasi shopeepay sesuai process trusted dana apple garansi music hoopewolrd,gascyie,8,1
2022-03-25,1507404732415225856,collegemenfess mutasi guna,yean_jean,1,1
2022-03-25,1507395805371502592,loading merah coba verifikasi ulang mulu udah internet indikator,Rickyardian_p,3,1
2022-03-25,1507392396731961350,masuk hadeehh dana shopee,rizkytama58,1,1
2022-03-25,1507387392088756230,hasil masuk dana saldo transaksi,Ardanardian26,10,1
2022-03-25,1507375787460083715,suka pelihara flip,djaewin,5,1
2022-03-25,1507265963539894274,transfer mybcaid aktivasi instal uninstalmybcaid kerja,pinarakgayeng,4,1
2022-03-25,1507216025900974081,drop daritadi terimakasih transaksi halo,annisasadjidah,7,1
2022-03-25,1507197001565319180,wkwkkwkw make buka jasa bayar,aetherrspace,2,1
2022-03-24,1507022162934190094,skrg sampe saldo shopeepay gimana duhhh,Jessyjess369,2,1
2022-03-24,1507013658089443334,masuk dana saldo,Rickyardian_p,3,1
2022-03-24,1507010516161425408,audiataniaa tulis hubung silah halo gabisa,Rickyardian_p,2,1
2022-03-24,1506803874929143812,gmna makasih bukti karna bank nyetak transfer pendafataran kalo,lampungbase,1,1
2022-03-24,1506801262137733123,chiivaare emang kuat banget sinyal,cuddleswin,2,1
2022-03-24,1506793042153390080,merah lampu pake,chiivaare,5,1
2022-03-23,1506700695205912579,otpnya audiataniaa gimana terima aktivasi kode,rizkytama58,1,1
2022-03-23,1506700397955624960,hasil masuk shopeenya tolonglaahhh audiataniaa shopeepay transaksi,rizkytama58,4,1
2022-03-23,1506694799750955008,terang hasil masuk kemaren dana audiataniaa saldo,Ardanardian26,5,1
2022-03-23,1506692059263954945,login hasil coba gabisa akses,Audiataniaa,6,1
2022-03-23,1506675970668838917,loading merah coba verifikasi ulang mulu udah internet indikator,Audiataniaa,3,1
2022-03-23,1506574715401682949,maksud rekening pegelinglunk,_Angelixie,2,1
2022-03-23,1506545489155850246,gopay langsung ajaa full shopeepay private qris trusted dana copas garansi baseguci legal,gascyie,7,1
2022-03-22,1506311490756018176,gopay langsung indplan ajaa fast full durasi shopeepay sesuai process trusted dana masihh kakk start proses backfreenya spotify garansi cuman anti iarismanis,gascyie,9,1
2022-03-22,1506310510626566144,otpnya audiataniaa gimana terima aktivasi kode,rizkytama58,1,1
2022-03-22,1506310318451933185,audiataniaa transfer proses,rizkytama58,1,1
2022-03-22,1506309162132643845,anjm saldo gojek banget,Rickyardian_p,3,1
2022-03-22,1506292223574704135,kemaren audiataniaa identity authenticate tulis your karna unable gabisa akses,Rickyardian_p,2,1
2022-03-22,1506288683561136128,aplikasi hasil masuk dana saldo,Ardanardian26,2,1
2022-03-22,1506287927076487174,emng mulu gabisa,LirikSy,1,1
2022-03-22,1506287431842426884,ganggu merah lampu mulu indikator,Audiataniaa,2,1
2022-03-22,1506260303394136064,login ulang baca silah hubungin halo gabisa,Audiataniaa,6,1
2022-03-22,1506258980376506374,loading merah coba verifikasi ulang mulu udah internet indikator,Jessyjess369,3,1
2022-03-22,1506225426620108803,kena paham makasih solusi buka gimana udah nomor bantu ganti,jembermfs,3,1
2022-03-22,1506212351422259208,update saldo andai,elsaaayk,4,1
2022-03-21,1505942782875090944,banget verifikasi kerja,Jessyjess369,3,1
2022-03-21,1505941870441951234,merah lampu indikator sinyal,Jessyjess369,5,1
2022-03-21,1505939333483692032,masuk dana saldo wallet,rizkytama58,3,1
2022-03-21,1505921551652196357,login ulang baca silah hubungin halo gabisa,Rickyardian_p,6,1
2022-03-21,1505920464652161025,loading merah coba verifikasi ulang mulu udah internet indikator,rizkytama58,3,1
2022-03-21,1505917119757758466,aplikasi pesan pakai thanks solusi need gambar negeri help your halo tinggal,inginchill,1,1
2022-03-19,1505264915719680000,lamgsung pencet pdhl hadu mulu transaksi indikator biru,barbatoys,3,1
2022-03-19,1505083963420790785,ubah saldo kaipay mohon bantu,libera_hominis,1,1
2022-03-18,1504853190319099904,stabil merah audiataniaa lampu sinyal indikatorny,Jessyjess369,8,1
2022-03-18,1504847231043604481,login terang maksud audiataniaa identity authenticate your kenapaa unable,rizkytama58,1,1
2022-03-18,1504840854409658369,loading merah coba verifikasi ulang mulu udah internet indikator,Rickyardian_p,3,1
2022-03-18,1504839269529006083,login ulang baca silah hubungin halo gabisa,Audiataniaa,6,1
2022-03-17,1504511466883665921,lelet aktivasi lapor kerja,Audiataniaa,6,1
2022-03-17,1504509968258834434,otpnya kirim audiataniaa gimana aktivasi kode,rizkytama58,1,1
2022-03-17,1504392816927322115,login hubung ulang baca silah halo gabisa,rizkytama58,4,1
2022-03-16,1504085180449161217,update error dapet nyaman gratis ngapa kuota kartu pake sekian,kochengalak,3,1
2022-03-16,1504063527677411329,lelet udah aktivasi proses kaga kerja,rizkytama58,5,1
2022-03-16,1504063369472401411,loading merah coba verifikasi ulang mulu udah internet indikator,rizkytama58,3,1
2022-03-16,1504056113708167170,login terang identity authenticate your karna transaksi unable gabisa,Ardanardian26,3,1
2022-03-16,1504046463600365570,login ulang baca silah hubungin halo gabisa,Jessyjess369,6,1
2022-03-15,1503702390058348547,kendala jawab komplain lihat pdhl merah audiataniaa lampu gimana udah daritadi indikator,Jessyjess369,6,1
2022-03-15,1503702241970057219,lelet audiataniaa udah aktivasi proses kaga kerja,Jessyjess369,5,1
2022-03-15,1503697459129700353,masuk ubah signal sulit merah audiataniaa upgrade tolong bagus laksana transaksi indikitaornya,rizkytama58,1,1
2022-03-15,1503696365989535750,virtual masuk account dana saldo potong tolong danawallet gimanaaaa bantu,chyunsuki,1,1
2022-03-15,1503695451328946177,masuk dana akun wallet kemarin,Ardanardian26,1,1
2022-03-15,1503693777063464963,loading merah audiataniaa coba verifikasi ulang mulu udah internet indikator,Ardanardian26,3,1
2022-03-15,1503681654430179329,login ulang baca silah hubungin halo gabisa,Audiataniaa,6,1
2022-03-15,1503659219694002176,bingung moots pakai help download kalo,khaivantae,2,1
2022-03-15,1503614825930231815,gitu cepet,ivanarkan,2,1
2022-03-15,1503541866406445060,sdikit pakai jenius stabil aman produk fitur dibandingin,dhibow,6,1
2022-03-14,1503431111128477697,skrg masuk dana akun wallet kemarin,Audiataniaa,1,1
2022-03-14,1503426251704340480,loading merah coba verifikasi ulang mulu udah internet indikator,Ardanardian26,3,1
2022-03-14,1503426121483776000,hasil kurang saldo mutasi transaksi kuota,Ardanardian26,4,1
2022-03-14,1503423095012352002,lelet udah aktivasi proses kaga kerja,rizkytama58,5,1
2022-03-14,1503373624618926086,baik,newsletterrr,2,1
2022-03-14,1503361169800646656,history duit misi saldo anjirt,pinky_scars,2,1
2022-03-14,1503354376038993922,login ulang baca silah hubungin halo gabisa,Rickyardian_p,6,1
2022-03-14,1503238560190971909,ampe istri alhamdulilah nene isiin shopeepay syukur kalo bnyak makan kadang transferbankgratis kena claim diskon pake,Faizal2404,7,1
2022-03-14,1503220765239705600,transferbankgratis adminnya jugaa biaya murah shopeepay topup,thecrankypotato,1,1
2022-03-12,1502649722435104770,wkwkwk gitu fungsionalitas debat tampil,AndhikaDana,4,1
2022-03-12,1502468731846684676,drtd merah lampu shopee tanda,counterpaiin,3,1
2022-03-12,1502458020134985730,kosong minjem capek saldo gapapa tmnku sensor foto,saa_syaaa,1,1
2022-03-11,1502348673862475776,convomfs instagram shopee whatsapp kerja twitter,LucieVuittons,2,1
2022-03-11,1502335200227098626,gopay indplan ajaa fast yukk full durasi shopeepay sesuai soyeonwolrd qris process trusted dana premium backfreenya less spotify garansi cuman anti famplan,gascyie,11,1
2022-03-11,1502330736849809410,kendala jawab komplain lihat pdhl merah lampu gimana udah daritadi indikator,rizkytama58,6,1
2022-03-11,1502324969455304708,masuk dana akun wallet kemarin,Rickyardian_p,1,1
2022-03-11,1502269858766938113,loading merah coba verifikasi ulang mulu udah internet indikator,Jessyjess369,3,1
2022-03-11,1502268303443513346,selamat tiket access sampe beli habis bayar malam keupdate qris,NisrinnaSyadza,1,1
2022-03-11,1502242623461167107,haloo gopay zonauang,kirdpran,3,1
2022-03-10,1501965909044305921,kendala jawab komplain lihat pdhl merah lampu gimana udah daritadi indikator,Jessyjess369,6,1
2022-03-10,1501960406679502850,sampe yaak aktivasi proses kerja,Audiataniaa,5,1
2022-03-10,1501959060907696130,otpnya gimana terima aktivasi kode,Audiataniaa,1,1
2022-03-10,1501958962677108746,loading merah coba verifikasi ulang mulu udah internet indikator,Audiataniaa,3,1
2022-03-10,1501951368856100875,masuk dana akun wallet kemarin,Rickyardian_p,1,1
2022-03-10,1501947989966815234,lelet udah aktivasi proses kaga kerja,Rickyardian_p,5,1
2022-03-10,1501946645134471179,masuk ubah signal sulit merah tolong bagus laksana transaksi indikitornya upgrade,rizkytama58,1,1
2022-03-10,1501891142996008962,update ulfianadk flazz saldo guna,smileyourlungs,3,1
2022-03-10,1501843529022476292,mama dana salah danawallet topup nomor bantu,yeonjunswaifeu,3,1
2022-03-09,1501579483500875781,otpnya gimana terima aktivasi kode,Ardanardian26,1,1
2022-03-09,1501577562773864448,masuk dana akun wallet kemarin,Jessyjess369,1,1
2022-03-09,1501575882603110400,engga nanya akses,mondeevity96_,1,1
2022-03-09,1501574185935462400,merah audiataniaa lampu coba indikator,rizkytama58,6,1
2022-03-09,1501570042802028549,loading merah coba verifikasi ulang mulu udah internet indikator,Audiataniaa,3,1
2022-03-09,1501465187731181570,tokped dana tele banyaakk tanyakanrl traveloka mandiri,esmeepika,1,1
2022-03-09,1501450724450136066,gopay ajaa fast full durasi shopeepay sesuai process trusted dana premium start spotify garansi lariesmanis cuman legal,gascyie,9,1
2022-03-08,1501225884769931267,otpnya audiataniaa gimana terima aktivasi kode,rizkytama58,1,1
2022-03-08,1501225574932508672,masuk dana audiataniaa akun wallet kemarin,rizkytama58,1,1
2022-03-08,1501221318489899012,kendala jawab komplain lihat pdhl merah audiataniaa lampu gimana udah daritadi indikator,Ardanardian26,6,1
2022-03-08,1501221194430758913,hasil masuk rekening flazz audiataniaa saldo kurang transaksi,Ardanardian26,3,1
2022-03-08,1501175033250873346,normal buka haduuh,Martina_chantiQ,1,1
2022-03-08,1501166960163241989,anjir allah merah lampu gabisa,taegerku,3,1
2022-03-08,1501142168530219008,gopay ajaa fast full durasi shopeepay sesuai process trusted dana premium start busifess spotify garansi cuman legal,gascyie,9,1
2022-03-08,1501120747418558464,uwuuuu pakai cashless nyaman transaksi,arumyyyeo,8,1
2022-03-08,1501119008531423237,bankipuuul kirim makasih tolong,Febree17_,7,1
2022-03-07,1500842959708688385,bingung saving rekening takut nambah promo ezash tarik udah kalo,ree_markable,2,1
2022-03-07,1500809640313237506,uang masuk link suruh dana akun online terima,cholifah1206,1,1
2022-03-07,1500808666429083648,nyusahin sampe banget minggu ulang aktivasi,Rickyardian_p,3,1
2022-03-07,1500796138089189378,masuk dana akun wallet kemarin,Jessyjess369,1,1
2022-03-07,1500792452017713152,otpnya gimana terima aktivasi kode,Audiataniaa,1,1
2022-03-07,1500789801695412224,masuk ubah signal sulit merah upgrade tolong bagus laksana transaksi indikitaornya,rizkytama58,1,1
2022-03-07,1500761739314724865,tengs bieber tetep thanksnya udah andil bantu turning duniawi soon,ufxkn,3,1
2022-03-06,1500507023745912833,merah sinyal,dabenone2,1,1
2022-03-06,1500267424905453571,masuk selamat rekening starbucks potong saldo lalu card mohon pagi,meynho,3,1
2022-03-05,1500162567423279104,resin aakhhh makas keras shopping udah pake kerja,ayuparamitha171,2,1
2022-03-05,1500112985808773125,pakai makasih normal mbankingbca udah transaksi jalan,bangsaminID,9,1
2022-03-05,1500079361965244419,tumben merah lampu kemarin transaksi ganggu,papibasss,3,1
2022-03-04,1499860249670348800,resin aakhhh makas keras shopping udah pake kerja,HerawanMaghali,2,1
2022-03-04,1499612995126632452,untung mari normal depo sedih sudah udah kawan,sekertariszeus,2,1
2022-03-04,1499608659734982657,hasil selamat cambodia pasar togelcambodia ayam menang texaspokercc nomor shio,Texaspokercc_,7,1
2022-03-04,1499606258331971585,artis indo guys mbankingbca cebong musik,Nanang_nhuda,2,1
2022-03-04,1499602403506614274,people question change care real like because when nyepi they baladamesumrijik arab until love artis just tangmo seasons happy nusantara,Dialoka20,13,1
2022-03-04,1499602044608417792,nyepi artis guys tangmo baladamesumrijik nusantara arab strong,Dialoka20,3,1
2022-03-04,1499601789397602304,nyepi artis tangmo baladamesumrijik nusantara arab tawakal yekan,Dialoka20,5,1
2022-03-04,1499601552947892225,nyepi reminder artis tangmo baladamesumrijik nusantara arab,Dialoka20,2,1
2022-03-04,1499601499915128833,artis tangmo lancar soekarno udah jaya,berandakitacom,8,1
2022-03-04,1499595230298836994,porsi semangkuk strawberry udah wkwk nyepi sarap nasi milk lapar sayang kecewa,SoniaMurnia_N,4,1
2022-03-04,1499584891721170944,masuk mari bpjs normal ucap alhamdulilah buka udah cair,VeraDumaris,1,1
2022-03-04,1499582667733422083,lele akuarium spesies populer arab,icalofish,5,1
2022-03-03,1499516109212753921,ngakak aman transaksi kindadel terakir,fadduha,2,1
2022-03-03,1499515000582713351,high price free minutes change satoshi every,GetCuan,3,1
2022-03-03,1499504965886570498,change token game hasil kartu kucoin price high crypto,GetCuan,5,1
2022-03-03,1499485970466541570,tags nyepi darah minum manusia kendor makan sambut neraka prokes tulus,ladyjasminee_,5,1
2022-03-03,1499485410166296584,tags nyepi manusia hidup kendor prokes tulus,ladyjasminee_,9,1
2022-03-03,1499485310517977096,tags nyepi orang kendor percaya prokes kecewa tulus,ladyjasminee_,6,1
2022-03-03,1499485184391057410,tags nyepi royong hidup kendor prokes semut gotong tulus,ladyjasminee_,6,1
2022-03-03,1499484833357180934,kendor retreats tulus like because approach prokes same nyepi rainbow tags evil pace your understand,marwabeatrix,4,1
2022-03-03,1499484719498543106,debauch thundershower kendor takes tulus with prokes after nyepi signs weather tags pledge,marwabeatrix,4,1
2022-03-03,1499484590167273472,tags nyepi with kendor combined colors prokes world tulus,marwabeatrix,4,1
2022-03-03,1499484440917123078,kendor rainbows tulus wash prokes nyepi they make only sunny tags away double,marwabeatrix,5,1
2022-03-03,1499484311648677889,tags nyepi enhanced kendor skins prokes rainbows where every tulus,marwabeatrix,4,1
2022-03-03,1499484229373210625,kendor sing life tulus keep prokes nyepi rainbow either tags choose,marwabeatrix,7,1
2022-03-03,1499483867316641796,come kendor must tulus formal steps prokes many nyepi teaches rainbow stand education tags walk your,marwabeatrix,3,1
2022-03-03,1499483698353393671,kendor shawl birds tulus wearing could warmth prokes adore after nyepi rainbow they free love tags that,marwabeatrix,9,1
2022-03-03,1499483598042415113,tags nyepi follow darkest oftentimes kendor brightest prokes rainbows tulus,marwabeatrix,4,1
2022-03-03,1499479967067000837,tags nyepi manusia antara kendor mati tulus prokes dokter tentara,asyfa_mahdiya,6,1
2022-03-03,1499479760023744512,earn change game price waves splinterlands high play,GetCuan,2,1
2022-03-03,1499479598874050572,tags nyepi lanjut hidup kendor prokes tinggal tulus,asyfa_mahdiya,1,1
2022-03-03,1499479106240585733,putar tags darah nyepi manusia kelak kendor fakta makan prokes tulus,asyfa_mahdiya,7,1
2022-03-03,1499478612675862528,tags nyepi terdzalimi kendor prokes lindung yarabb tulus,asyfa_mahdiya,8,1
2022-03-03,1499463398970445824,referral orang selamat ogan peduli ilir shopee pagi kode,masihkecilsaja,3,1
2022-03-03,1499395914745937921,sale flash alhamdulillah,felisarahmatika,5,1
2022-03-03,1499391036548063232,yayy transaksi,scienmce,4,1
2022-03-03,1499389947396378625,bankbca yeayy udah transaksi,swplendid,4,1
2022-03-03,1499389160691744770,udah transaksi,yamisukehirosh,4,1
2022-03-03,1499389043930320899,guys salut juang benerin udah,seharumnamaku,1,1
2022-03-03,1499389026780200972,bankbca lancar wahh udah,yamisukehirosh,2,1
2022-03-03,1499388470233600007,neng banget yeayy udah,haechanfullsn,5,1
2022-03-03,1499388363769810945,bankbca neng banget transaksi,haechanfullsn,9,1
